recall_id,organization,product_name,issue,category,updated_at,data_received_at
48021,Health Canada,,Medical devices,Health product - Medical device,2019-12-20,2024-05-30 18:48:21.101899
48095,Canadian Food Inspection Agency,,Microbial Contamination,Food,2019-12-20,2024-05-30 18:48:21.101899
48076,Health Canada,,Product safety,Health product - Natural health products,2019-12-20,2024-05-30 18:48:21.101899
48092,Health Canada,,Medical devices,Health product - Medical device,2019-12-20,2024-05-30 18:48:21.101899
48091,Health Canada,,Unauthorized product,Health product - Drugs,2019-12-20,2024-05-30 18:48:21.101899
48089,Health Canada,,Medical devices,Health product - Medical device,2019-12-20,2024-05-30 18:48:21.101899
48087,Health Canada,,Product safety,Health product - Natural health products,2019-12-20,2024-05-30 18:48:21.101899
48083,Health Canada,,Medical devices,Health product - Medical device,2019-12-20,2024-05-30 18:48:21.101899
48073,Health Canada,,,Consumer product - Sports and fitness,2019-12-19,2024-05-30 18:48:21.101899
48096,Health Canada,,,Consumer product - Toys and games,2019-12-19,2024-05-30 18:48:21.101899
48084,Health Canada,,Product safety,Health product - Drugs,2019-12-19,2024-05-30 18:48:21.101899
47998,Health Canada,,Fire hazard,Consumer product - Tools and accessories,2019-12-19,2024-05-30 18:48:21.101899
47997,Health Canada,,Product safety,Health product - Drugs,2019-12-19,2024-05-30 18:48:21.101899
68225,Transport Canada,Bus recalled by PREVOST,Accessories,Vehicles - Bus,2019-12-19,2024-05-30 18:48:21.101899
69724,Transport Canada,Bus recalled by PREVOST,Brakes,"Vehicles - Bus, Vehicles - Motorhome",2019-12-19,2024-05-30 18:48:21.101899
67902,Transport Canada,Bus recalled by PREVOST,Accessories,Vehicles - Bus,2019-12-19,2024-05-30 18:48:21.101899
66510,Transport Canada,Car recalled by BENTLEY,Steering,Vehicles - Car,2019-12-18,2024-05-30 18:48:21.101899
66509,Transport Canada,Car recalled by MERCEDES-BENZ,Airbag,Vehicles - Car,2019-12-18,2024-05-30 18:48:21.101899
66508,Transport Canada,RV Trailer recalled by KEYSTONE,Label,Vehicles - RV Trailer,2019-12-18,2024-05-30 18:48:21.101899
48074,Health Canada,,,Consumer product - Household items,2019-12-18,2024-05-30 18:48:21.101899
48020,Canadian Food Inspection Agency,,,Food,2019-12-18,2024-05-30 18:48:21.101899
47995,Canadian Food Inspection Agency,,Gluten,Food,2019-12-18,2024-05-30 18:48:21.101899
48070,Health Canada,,Product safety,Health product - Drugs,2019-12-17,2024-05-30 18:48:21.101899
48093,Health Canada,,Labelling and packaging,Consumer product - Cannabis,2019-12-17,2024-05-30 18:48:21.101899
48094,Canadian Food Inspection Agency,,Gluten,Food,2019-12-16,2024-05-30 18:48:21.101899
48081,Canadian Food Inspection Agency,,Listeria,Food,2019-12-16,2024-05-30 18:48:21.101899
48088,Canadian Food Inspection Agency,,,Food,2019-12-16,2024-05-30 18:48:21.101899
47985,Health Canada,,Product safety,Health product - Drugs,2019-12-16,2024-05-30 18:48:21.101899
66518,Transport Canada,SUV recalled by SUBARU,Engine,Vehicles - SUV,2019-12-16,2024-05-30 18:48:21.101899
66519,Transport Canada,Car recalled by MERCEDES-BENZ,Structure,Vehicles - Car,2019-12-16,2024-05-30 18:48:21.101899
66525,Transport Canada,Minibike/ Moped /Scooter recalled by PIAGGIO GROUP,Brakes,Vehicles - Minibike/ Moped /Scooter,2019-12-16,2024-05-30 18:48:21.101899
66514,Transport Canada,Motorcycle recalled by DUCATI,Structure,Vehicles - Motorcycle,2019-12-16,2024-05-30 18:48:21.101899
48025,Health Canada,,,Consumer product - Tools and accessories,2019-12-13,2024-05-30 18:48:21.101899
48054,Health Canada,,Medical devices,Health product - Medical device,2019-12-13,2024-05-30 18:48:21.101899
44616,Health Canada,,Medical devices,Health product - Medical device,2019-12-13,2024-05-30 18:48:21.101899
48007,Health Canada,,Medical devices,Health product - Medical device,2019-12-13,2024-05-30 18:48:21.101899
48036,Health Canada,,Medical devices,Health product - Medical device,2019-12-13,2024-05-30 18:48:21.101899
48037,Health Canada,,Medical devices,Health product - Medical device,2019-12-13,2024-05-30 18:48:21.101899
48062,Health Canada,,Medical devices,Health product - Medical device,2019-12-13,2024-05-30 18:48:21.101899
44517,Health Canada,,Medical devices,Health product - Medical device,2019-12-13,2024-05-30 18:48:21.101899
48000,Canadian Food Inspection Agency,,Mustard,Food,2019-12-13,2024-05-30 18:48:21.101899
48061,Health Canada,,Medical devices,Health product - Medical device,2019-12-13,2024-05-30 18:48:21.101899
48060,Health Canada,,Medical devices,Health product - Medical device,2019-12-13,2024-05-30 18:48:21.101899
48059,Health Canada,,Medical devices,Health product - Medical device,2019-12-13,2024-05-30 18:48:21.101899
48080,Health Canada,,Medical devices,Health product - Medical device,2019-12-13,2024-05-30 18:48:21.101899
47991,Health Canada,,Medical devices,Health product - Medical device,2019-12-13,2024-05-30 18:48:21.101899
47990,Health Canada,,Medical devices,Health product - Medical device,2019-12-13,2024-05-30 18:48:21.101899
48068,Health Canada,,Product safety,Health product - Veterinary drugs,2019-12-12,2024-05-30 18:48:21.101899
48006,Canadian Food Inspection Agency,,E. Coli O157:H7,Food,2019-12-12,2024-05-30 18:48:21.101899
48040,Health Canada,,,Consumer product - Tools and accessories,2019-12-12,2024-05-30 18:48:21.101899
48042,Canadian Food Inspection Agency,,Extraneous Material,Food,2019-12-11,2024-05-30 18:48:21.101899
59708,Health Canada,,Fire hazard,"Consumer product - Household items, Consumer product - Outdoor living",2019-12-11,2024-05-30 18:48:21.101899
48064,Health Canada,,Chemical hazard,Consumer product - Chemicals,2019-12-10,2024-05-30 18:48:21.101899
48058,Health Canada,,,Consumer product - Electronics,2019-12-10,2024-05-30 18:48:21.101899
48039,Canadian Food Inspection Agency,,Microbial Contamination,Food,2019-12-09,2024-05-30 18:48:21.101899
48034,Canadian Food Inspection Agency,,E. Coli O157:H7,Food,2019-12-08,2024-05-30 18:48:21.101899
48010,Canadian Food Inspection Agency,,Milk,Food,2019-12-06,2024-05-30 18:48:21.101899
47999,Health Canada,,Medical devices,Health product - Medical device,2019-12-06,2024-05-30 18:48:21.101899
47993,Health Canada,,Medical devices,Health product - Medical device,2019-12-06,2024-05-30 18:48:21.101899
47989,Health Canada,,Medical devices,Health product - Medical device,2019-12-06,2024-05-30 18:48:21.101899
47981,Health Canada,,Medical devices,Health product - Medical device,2019-12-06,2024-05-30 18:48:21.101899
48026,Health Canada,,Medical devices,Health product - Medical device,2019-12-06,2024-05-30 18:48:21.101899
48057,Health Canada,,,Consumer product - Sports and fitness,2019-12-06,2024-05-30 18:48:21.101899
48055,Health Canada,,Medical devices,Health product - Medical device,2019-12-06,2024-05-30 18:48:21.101899
48053,Health Canada,,Medical devices,Health product - Medical device,2019-12-06,2024-05-30 18:48:21.101899
48052,Health Canada,,Medical devices,Health product - Medical device,2019-12-06,2024-05-30 18:48:21.101899
48051,Health Canada,,Medical devices,Health product - Medical device,2019-12-06,2024-05-30 18:48:21.101899
48033,Health Canada,,Medical devices,Health product - Medical device,2019-12-06,2024-05-30 18:48:21.101899
66548,Transport Canada,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Steering,Vehicles - Light Truck & Van,2019-12-06,2024-05-30 18:48:21.101899
66596,Transport Canada,Car recalled by SUBARU,Engine,Vehicles - Car,2019-12-06,2024-05-30 18:48:21.101899
47973,Health Canada,,,Consumer product - Household items,2019-12-05,2024-05-30 18:48:21.101899
48035,Health Canada,,,Consumer product - Tools and accessories,2019-12-05,2024-05-30 18:48:21.101899
48008,Health Canada,,,Consumer product - Sports and fitness,2019-12-05,2024-05-30 18:48:21.101899
48011,Health Canada,,Product safety,Health product - Drugs,2019-12-05,2024-05-30 18:48:21.101899
48063,Canadian Food Inspection Agency,,,Food,2019-12-05,2024-05-30 18:48:21.101899
59834,Health Canada,,,Health product - Medical device,2019-12-05,2024-05-30 18:48:21.101899
48056,Canadian Food Inspection Agency,,Salmonella,Food,2019-12-04,2024-05-30 18:48:21.101899
48018,Health Canada,,,Health product - Drugs,2019-12-04,2024-05-30 18:48:21.101899
66565,Transport Canada,RV Trailer recalled by KEYSTONE,Label,Vehicles - RV Trailer,2019-12-04,2024-05-30 18:48:21.101899
66602,Transport Canada,Car recalled by BMW,Engine,Vehicles - Car,2019-12-03,2024-05-30 18:48:21.101899
47983,Canadian Food Inspection Agency,,,Food,2019-12-03,2024-05-30 18:48:21.101899
48072,Canadian Food Inspection Agency,,Listeria,Food,2019-12-03,2024-05-30 18:48:21.101899
48049,Health Canada,,Medical devices,Health product - Medical device,2019-12-03,2024-05-30 18:48:21.101899
48004,Canadian Food Inspection Agency,,Salmonella,Food,2019-12-03,2024-05-30 18:48:21.101899
48002,Canadian Food Inspection Agency,,Microbial Contamination,Food,2019-12-02,2024-05-30 18:48:21.101899
48046,Health Canada,,Product safety,Health product - Drugs,2019-12-02,2024-05-30 18:48:21.101899
48005,Health Canada,,,Health product - Drugs,2019-12-02,2024-05-30 18:48:21.101899
48024,Health Canada,,Product safety,Health product - Drugs,2019-12-02,2024-05-30 18:48:21.101899
66578,Transport Canada,Bus recalled by PREVOST,Lights And Instruments,Vehicles - Bus,2019-12-02,2024-05-30 18:48:21.101899
66524,Transport Canada,RV Trailer recalled by FOREST RIVER,Suspension,Vehicles - RV Trailer,2019-12-02,2024-05-30 18:48:21.101899
66520,Transport Canada,Car recalled by TOYOTA,Lights And Instruments,Vehicles - Car,2019-12-02,2024-05-30 18:48:21.101899
66527,Transport Canada,Motorhome recalled by JAYCO,Structure,Vehicles - Motorhome,2019-11-29,2024-05-30 18:48:21.101899
47978,Health Canada,,Medical devices,Health product - Medical device,2019-11-29,2024-05-30 18:48:21.101899
44589,Health Canada,,Medical devices,Health product - Medical device,2019-11-29,2024-05-30 18:48:21.101899
44600,Health Canada,,Medical devices,Health product - Medical device,2019-11-29,2024-05-30 18:48:21.101899
47970,Health Canada,,Medical devices,Health product - Medical device,2019-11-29,2024-05-30 18:48:21.101899
47977,Health Canada,,Medical devices,Health product - Medical device,2019-11-29,2024-05-30 18:48:21.101899
47969,Health Canada,,Medical devices,Health product - Medical device,2019-11-29,2024-05-30 18:48:21.101899
47984,Health Canada,,Medical devices,Health product - Medical device,2019-11-29,2024-05-30 18:48:21.101899
44591,Health Canada,,Medical devices,Health product - Medical device,2019-11-29,2024-05-30 18:48:21.101899
47964,Health Canada,,Medical devices,Health product - Medical device,2019-11-29,2024-05-30 18:48:21.101899
44598,Health Canada,,Medical devices,Health product - Medical device,2019-11-29,2024-05-30 18:48:21.101899
47957,Health Canada,,Medical devices,Health product - Medical device,2019-11-29,2024-05-30 18:48:21.101899
48017,Health Canada,,Medical devices,Health product - Medical device,2019-11-29,2024-05-30 18:48:21.101899
48016,Health Canada,,Medical devices,Health product - Medical device,2019-11-29,2024-05-30 18:48:21.101899
48015,Health Canada,,Medical devices,Health product - Medical device,2019-11-29,2024-05-30 18:48:21.101899
44613,Health Canada,,Medical devices,Health product - Medical device,2019-11-29,2024-05-30 18:48:21.101899
48050,Health Canada,,Medical devices,Health product - Medical device,2019-11-29,2024-05-30 18:48:21.101899
48048,Health Canada,,Medical devices,Health product - Medical device,2019-11-29,2024-05-30 18:48:21.101899
48047,Health Canada,,Medical devices,Health product - Medical device,2019-11-29,2024-05-30 18:48:21.101899
48044,Health Canada,,Medical devices,Health product - Medical device,2019-11-29,2024-05-30 18:48:21.101899
44602,Health Canada,,Medical devices,Health product - Medical device,2019-11-29,2024-05-30 18:48:21.101899
44610,Health Canada,,Medical devices,Health product - Medical device,2019-11-29,2024-05-30 18:48:21.101899
44612,Health Canada,,Medical devices,Health product - Medical device,2019-11-29,2024-05-30 18:48:21.101899
48013,Health Canada,,Medical devices,Health product - Medical device,2019-11-29,2024-05-30 18:48:21.101899
47972,Canadian Food Inspection Agency,,Listeria,Food,2019-11-28,2024-05-30 18:48:21.101899
66631,Transport Canada,Light Truck & Van recalled by MERCEDES-BENZ,Airbag,Vehicles - Light Truck & Van,2019-11-28,2024-05-30 18:48:21.101899
66573,Transport Canada,RV Trailer recalled by GULF STREAM COACH,Structure,Vehicles - RV Trailer,2019-11-28,2024-05-30 18:48:21.101899
66641,Transport Canada,Car recalled by BMW,Visual System,"Vehicles - Car, Vehicles - SUV",2019-11-27,2024-05-30 18:48:21.101899
48041,Canadian Food Inspection Agency,,,Food,2019-11-27,2024-05-30 18:48:21.101899
47986,Canadian Food Inspection Agency,,,Food,2019-11-27,2024-05-30 18:48:21.101899
47959,Health Canada,,Fire hazard,Consumer product - Tools and accessories,2019-11-27,2024-05-30 18:48:21.101899
47950,Health Canada,,Chemical hazard,Consumer product - Chemicals,2019-11-26,2024-05-30 18:48:21.101899
47980,Canadian Food Inspection Agency,,,Food,2019-11-26,2024-05-30 18:48:21.101899
47982,Health Canada,,Medical devices,Health product - Medical device,2019-11-26,2024-05-30 18:48:21.101899
47956,Health Canada,,,Health product - Natural health products,2019-11-26,2024-05-30 18:48:21.101899
47961,Health Canada,,Medical devices,Health product - Medical device,2019-11-26,2024-05-30 18:48:21.101899
66528,Transport Canada,RV Trailer recalled by FOREST RIVER,Structure,Vehicles - RV Trailer,2019-11-26,2024-05-30 18:48:21.101899
66531,Transport Canada,SUV recalled by LAND ROVER,Structure,Vehicles - SUV,2019-11-26,2024-05-30 18:48:21.101899
66534,Transport Canada,SUV recalled by LAND ROVER,Other,Vehicles - SUV,2019-11-26,2024-05-30 18:48:21.101899
66535,Transport Canada,Equipment recalled by ALTEC INDUSTRIES,Structure,Vehicles - Equipment,2019-11-26,2024-05-30 18:48:21.101899
66536,Transport Canada,Truck - Med. & H.D. recalled by ISUZU,Wheels,Vehicles - Truck - Med. & H.D.,2019-11-25,2024-05-30 18:48:21.101899
66539,Transport Canada,SUV recalled by MERCEDES-BENZ,Electrical,Vehicles - SUV,2019-11-25,2024-05-30 18:48:21.101899
47987,Canadian Food Inspection Agency,,Listeria,Food,2019-11-25,2024-05-30 18:48:21.101899
47958,Canadian Food Inspection Agency,,,Food,2019-11-25,2024-05-30 18:48:21.101899
47962,Health Canada,,Medical devices,Health product - Medical device,2019-11-22,2024-05-30 18:48:21.101899
47952,Health Canada,,Medical devices,Health product - Medical device,2019-11-22,2024-05-30 18:48:21.101899
48043,Health Canada,,Product safety,Health product - Drugs,2019-11-22,2024-05-30 18:48:21.101899
47949,Health Canada,,Medical devices,Health product - Medical device,2019-11-22,2024-05-30 18:48:21.101899
47948,Health Canada,,Medical devices,Health product - Medical device,2019-11-22,2024-05-30 18:48:21.101899
47945,Health Canada,,Medical devices,Health product - Medical device,2019-11-22,2024-05-30 18:48:21.101899
47960,Health Canada,,Medical devices,Health product - Medical device,2019-11-22,2024-05-30 18:48:21.101899
48012,Health Canada,,Medical devices,Health product - Medical device,2019-11-22,2024-05-30 18:48:21.101899
47939,Canadian Food Inspection Agency,,Wheat,Food,2019-11-22,2024-05-30 18:48:21.101899
47968,Health Canada,,,Food,2019-11-22,2024-05-30 18:48:21.101899
48014,Health Canada,,Medical devices,Health product - Medical device,2019-11-22,2024-05-30 18:48:21.101899
66547,Transport Canada,Light Truck & Van recalled by GENERAL MOTORS,Seats And Restraints,Vehicles - Light Truck & Van,2019-11-22,2024-05-30 18:48:21.101899
66542,Transport Canada,Car recalled by ASTON MARTIN,Airbag,Vehicles - Car,2019-11-22,2024-05-30 18:48:21.101899
66551,Transport Canada,Motorcycle recalled by DUCATI,Electrical,Vehicles - Motorcycle,2019-11-21,2024-05-30 18:48:21.101899
66557,Transport Canada,SUV recalled by HYUNDAI,Airbag,Vehicles - SUV,2019-11-21,2024-05-30 18:48:21.101899
66560,Transport Canada,Car recalled by MITSUBISHI,Brakes,Vehicles - Car,2019-11-21,2024-05-30 18:48:21.101899
66561,Transport Canada,Truck - Med. & H.D. recalled by EMERGENCY ONE,Seats And Restraints,Vehicles - Truck - Med. & H.D.,2019-11-21,2024-05-30 18:48:21.101899
66568,Transport Canada,Car recalled by MERCEDES-BENZ,Seats And Restraints,"Vehicles - Car, Vehicles - SUV",2019-11-21,2024-05-30 18:48:21.101899
66569,Transport Canada,Tire recalled by COOPER TIRE,Tires,Vehicles - Tire,2019-11-21,2024-05-30 18:48:21.101899
66585,Transport Canada,SUV recalled by FORD,Seats And Restraints,Vehicles - SUV,2019-11-21,2024-05-30 18:48:21.101899
66589,Transport Canada,Light Truck & Van recalled by GENERAL MOTORS,Brakes,"Vehicles - Light Truck & Van, Vehicles - SUV",2019-11-21,2024-05-30 18:48:21.101899
47974,Canadian Food Inspection Agency,,Mustard,Food,2019-11-21,2024-05-30 18:48:21.101899
47906,Health Canada,,,Consumer product - Sports and fitness,2019-11-21,2024-05-30 18:48:21.101899
47992,Canadian Food Inspection Agency,,Mustard,Food,2019-11-20,2024-05-30 18:48:21.101899
47947,Health Canada,,,Health product - Drugs,2019-11-20,2024-05-30 18:48:21.101899
47988,Health Canada,,Product safety,Health product - Natural health products,2019-11-20,2024-05-30 18:48:21.101899
66592,Transport Canada,Car recalled by BMW,Other,Vehicles - Car,2019-11-20,2024-05-30 18:48:21.101899
66651,Transport Canada,Car recalled by MERCEDES-BENZ,Structure,Vehicles - Car,2019-11-20,2024-05-30 18:48:21.101899
66715,Transport Canada,Car recalled by MERCEDES-BENZ,Electrical,Vehicles - Car,2019-11-20,2024-05-30 18:48:21.101899
66562,Transport Canada,Motorhome recalled by THOR MOTOR COACH,Lights And Instruments,Vehicles - Motorhome,2019-11-19,2024-05-30 18:48:21.101899
66546,Transport Canada,Motorhome recalled by NEWMAR,Lights And Instruments,Vehicles - Motorhome,2019-11-19,2024-05-30 18:48:21.101899
66563,Transport Canada,Motorhome recalled by THOR MOTOR COACH,Accessories,Vehicles - Motorhome,2019-11-19,2024-05-30 18:48:21.101899
66553,Transport Canada,SUV recalled by FORD,Electrical,Vehicles - SUV,2019-11-19,2024-05-30 18:48:21.101899
68859,Transport Canada,SUV recalled by BMW,Seats And Restraints,Vehicles - SUV,2019-11-19,2024-05-30 18:48:21.101899
66554,Transport Canada,Light Truck & Van recalled by FORD,Electrical,Vehicles - Light Truck & Van,2019-11-19,2024-05-30 18:48:21.101899
47946,Health Canada,,Medical devices,Health product - Medical device,2019-11-19,2024-05-30 18:48:21.101899
47971,Canadian Food Inspection Agency,,,Food,2019-11-19,2024-05-30 18:48:21.101899
47927,Health Canada,,,Consumer product - Tools and accessories,2019-11-19,2024-05-30 18:48:21.101899
47966,Canadian Food Inspection Agency,,Mustard,Food,2019-11-19,2024-05-30 18:48:21.101899
59722,Health Canada,,Unauthorized product,"Health product - Drugs, Health product - Natural health products",2019-11-19,2024-05-30 18:48:21.101899
47913,Health Canada,,,Consumer product - Tools and accessories,2019-11-18,2024-05-30 18:48:21.101899
47955,Health Canada,,,Consumer product - Sports and fitness,2019-11-18,2024-05-30 18:48:21.101899
66642,Transport Canada,Motorhome recalled by PLEASURE-WAY,Accessories,Vehicles - Motorhome,2019-11-18,2024-05-30 18:48:21.101899
47944,Canadian Food Inspection Agency,,Listeria,Food,2019-11-17,2024-05-30 18:48:21.101899
47919,Health Canada,,Medical devices,Health product - Medical device,2019-11-15,2024-05-30 18:48:21.101899
47921,Health Canada,,Medical devices,Health product - Medical device,2019-11-15,2024-05-30 18:48:21.101899
47923,Health Canada,,Medical devices,Health product - Medical device,2019-11-15,2024-05-30 18:48:21.101899
47916,Health Canada,,Medical devices,Health product - Medical device,2019-11-15,2024-05-30 18:48:21.101899
47924,Health Canada,,Medical devices,Health product - Medical device,2019-11-15,2024-05-30 18:48:21.101899
47922,Health Canada,,Medical devices,Health product - Medical device,2019-11-15,2024-05-30 18:48:21.101899
47915,Health Canada,,Medical devices,Health product - Medical device,2019-11-15,2024-05-30 18:48:21.101899
44617,Health Canada,,Medical devices,Health product - Medical device,2019-11-15,2024-05-30 18:48:21.101899
44614,Health Canada,,Medical devices,Health product - Medical device,2019-11-15,2024-05-30 18:48:21.101899
47920,Health Canada,,Medical devices,Health product - Medical device,2019-11-15,2024-05-30 18:48:21.101899
44561,Health Canada,,Medical devices,Health product - Medical device,2019-11-15,2024-05-30 18:48:21.101899
44593,Health Canada,,Medical devices,Health product - Medical device,2019-11-15,2024-05-30 18:48:21.101899
44592,Health Canada,,Medical devices,Health product - Medical device,2019-11-15,2024-05-30 18:48:21.101899
44590,Health Canada,,Medical devices,Health product - Medical device,2019-11-15,2024-05-30 18:48:21.101899
47932,Health Canada,,Medical devices,Health product - Medical device,2019-11-15,2024-05-30 18:48:21.101899
47953,Canadian Food Inspection Agency,,Mustard,Food,2019-11-15,2024-05-30 18:48:21.101899
47967,Canadian Food Inspection Agency,,Mustard,Food,2019-11-15,2024-05-30 18:48:21.101899
47925,Health Canada,,Medical devices,Health product - Medical device,2019-11-15,2024-05-30 18:48:21.101899
47951,Canadian Food Inspection Agency,,Mustard,Food,2019-11-15,2024-05-30 18:48:21.101899
47936,Health Canada,,Medical devices,Health product - Medical device,2019-11-15,2024-05-30 18:48:21.101899
47933,Health Canada,,Medical devices,Health product - Medical device,2019-11-15,2024-05-30 18:48:21.101899
47940,Canadian Food Inspection Agency,,Mustard,Food,2019-11-15,2024-05-30 18:48:21.101899
47938,Canadian Food Inspection Agency,,Mustard,Food,2019-11-15,2024-05-30 18:48:21.101899
47931,Health Canada,,Medical devices,Health product - Medical device,2019-11-15,2024-05-30 18:48:21.101899
47954,Health Canada,,Labelling,Health product - Drugs,2019-11-15,2024-05-30 18:48:21.101899
47930,Health Canada,,Medical devices,Health product - Medical device,2019-11-15,2024-05-30 18:48:21.101899
47929,Health Canada,,Medical devices,Health product - Medical device,2019-11-15,2024-05-30 18:48:21.101899
47928,Health Canada,,Medical devices,Health product - Medical device,2019-11-15,2024-05-30 18:48:21.101899
47926,Health Canada,,Medical devices,Health product - Medical device,2019-11-15,2024-05-30 18:48:21.101899
66579,Transport Canada,Motorhome recalled by THOR MOTOR COACH,Airbag,Vehicles - Motorhome,2019-11-15,2024-05-30 18:48:21.101899
66588,Transport Canada,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Steering,Vehicles - Truck - Med. & H.D.,2019-11-15,2024-05-30 18:48:21.101899
66575,Transport Canada,SUV recalled by HONDA,Structure,Vehicles - SUV,2019-11-15,2024-05-30 18:48:21.101899
66570,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Structure,Vehicles - Truck - Med. & H.D.,2019-11-15,2024-05-30 18:48:21.101899
47914,Health Canada,,,Consumer product - Hobby and craft items,2019-11-14,2024-05-30 18:48:21.101899
47942,Health Canada,,Product safety,Health product - Drugs,2019-11-14,2024-05-30 18:48:21.101899
47965,Health Canada,,Product safety,Health product - Drugs,2019-11-13,2024-05-30 18:48:21.101899
47918,Canadian Food Inspection Agency,,,Food,2019-11-13,2024-05-30 18:48:21.101899
47941,Health Canada,,Product safety,Health product - Drugs,2019-11-12,2024-05-30 18:48:21.101899
47943,Health Canada,,Product safety,Health product - Drugs,2019-11-12,2024-05-30 18:48:21.101899
47937,Health Canada,,Product safety,Health product - Drugs,2019-11-11,2024-05-30 18:48:21.101899
44582,Health Canada,,Medical devices,Health product - Medical device,2019-11-08,2024-05-30 18:48:21.101899
47917,Canadian Food Inspection Agency,,Milk,Food,2019-11-08,2024-05-30 18:48:21.101899
44611,Health Canada,,Medical devices,Health product - Medical device,2019-11-08,2024-05-30 18:48:21.101899
47910,Health Canada,,Medical devices,Health product - Medical device,2019-11-08,2024-05-30 18:48:21.101899
47976,Canadian Food Inspection Agency,,Salmonella,Food,2019-11-08,2024-05-30 18:48:21.101899
47909,Health Canada,,Medical devices,Health product - Medical device,2019-11-08,2024-05-30 18:48:21.101899
47908,Health Canada,,Medical devices,Health product - Medical device,2019-11-08,2024-05-30 18:48:21.101899
47897,Health Canada,,Medical devices,Health product - Medical device,2019-11-08,2024-05-30 18:48:21.101899
47898,Health Canada,,Medical devices,Health product - Medical device,2019-11-08,2024-05-30 18:48:21.101899
47901,Health Canada,,Medical devices,Health product - Medical device,2019-11-08,2024-05-30 18:48:21.101899
47902,Health Canada,,Medical devices,Health product - Medical device,2019-11-08,2024-05-30 18:48:21.101899
47904,Health Canada,,Medical devices,Health product - Medical device,2019-11-08,2024-05-30 18:48:21.101899
47905,Health Canada,,Medical devices,Health product - Medical device,2019-11-08,2024-05-30 18:48:21.101899
66679,Transport Canada,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Powertrain,Vehicles - Light Truck & Van,2019-11-08,2024-05-30 18:48:21.101899
67514,Transport Canada,Light Truck & Van recalled by MOBILITY VENTURES LLC,Lights And Instruments,Vehicles - Light Truck & Van,2019-11-07,2024-05-30 18:48:21.101899
66681,Transport Canada,Car recalled by GENERAL MOTORS,Airbag,Vehicles - Car,2019-11-07,2024-05-30 18:48:21.101899
68482,Transport Canada,Snowmobile recalled by POLARIS,Fuel Supply,Vehicles - Snowmobile,2019-11-07,2024-05-30 18:48:21.101899
68325,Transport Canada,Three Wheeled Vehicle recalled by POLARIS,Seats And Restraints,Vehicles - Three Wheeled Vehicle,2019-11-07,2024-05-30 18:48:21.101899
47896,Health Canada,,,Consumer product - Chemicals,2019-11-07,2024-05-30 18:48:21.101899
47911,Canadian Food Inspection Agency,,Wheat,Food,2019-11-07,2024-05-30 18:48:21.101899
47907,Health Canada,,Electrical hazard,Consumer product - Electronics,2019-11-07,2024-05-30 18:48:21.101899
44588,Canadian Food Inspection Agency,,E. Coli O157:H7,Food,2019-11-06,2024-05-30 18:48:21.101899
47899,Canadian Food Inspection Agency,,Listeria,Food,2019-11-06,2024-05-30 18:48:21.101899
47900,Health Canada,,Product safety,Health product - Drugs,2019-11-06,2024-05-30 18:48:21.101899
47912,Canadian Food Inspection Agency,,Listeria,Food,2019-11-06,2024-05-30 18:48:21.101899
66826,Transport Canada,Light Truck & Van recalled by FORD,Powertrain,Vehicles - Light Truck & Van,2019-11-06,2024-05-30 18:48:21.101899
66773,Transport Canada,Car recalled by FORD,Fuel Supply,Vehicles - Car,2019-11-06,2024-05-30 18:48:21.101899
66771,Transport Canada,Light Truck & Van recalled by FORD,Seats And Restraints,Vehicles - Light Truck & Van,2019-11-06,2024-05-30 18:48:21.101899
66827,Transport Canada,Light Truck & Van recalled by FORD,Powertrain,Vehicles - Light Truck & Van,2019-11-06,2024-05-30 18:48:21.101899
66880,Transport Canada,Light Truck & Van recalled by FORD,Powertrain,Vehicles - Light Truck & Van,2019-11-06,2024-05-30 18:48:21.101899
69172,Transport Canada,School Bus recalled by MICRO BIRD,Structure,Vehicles - School Bus,2019-11-06,2024-05-30 18:48:21.101899
67172,Transport Canada,Car recalled by FORD,Powertrain,Vehicles - Car,2019-11-06,2024-05-30 18:48:21.101899
69517,Transport Canada,RV Trailer recalled by JAYCO,Wheels,Vehicles - RV Trailer,2019-11-06,2024-05-30 18:48:21.101899
66722,Transport Canada,SUV recalled by FORD,Brakes,Vehicles - SUV,2019-11-06,2024-05-30 18:48:21.101899
66718,Transport Canada,Car recalled by FORD,Seats And Restraints,Vehicles - Car,2019-11-06,2024-05-30 18:48:21.101899
66658,Transport Canada,Car recalled by NISSAN,Visual System,"Vehicles - Car, Vehicles - Light Truck & Van, Vehicles - SUV",2019-11-06,2024-05-30 18:48:21.101899
67207,Transport Canada,SUV recalled by FORD,Fuel Supply,Vehicles - SUV,2019-11-06,2024-05-30 18:48:21.101899
67192,Transport Canada,Car recalled by SUZUKI,Steering,Vehicles - Car,2019-11-06,2024-05-30 18:48:21.101899
67255,Transport Canada,Car recalled by FORD,Fuel Supply,Vehicles - Car,2019-11-06,2024-05-30 18:48:21.101899
67033,Transport Canada,Car recalled by FORD,Lights And Instruments,"Vehicles - Car, Vehicles - SUV",2019-11-06,2024-05-30 18:48:21.101899
