recall_id,organization,product_name,issue,category,updated_at,data_received_at,issue_category
66685,Transport Canada,Car recalled by FORD,Electrical,Car,2019-09-03,2024-05-30 18:48:21.101899,Vehicles
59986,Health Canada,,,Drugs,2019-09-03,2024-05-30 18:48:21.101899,Health product
59856,Health Canada,,Chemical hazard,Toys and games,2019-09-03,2024-05-30 18:48:21.101899,Consumer product
59798,Health Canada,,,Chemicals,2019-09-03,2024-05-30 18:48:21.101899,Consumer product
66698,Transport Canada,Motorhome recalled by NEWMAR,Other,Motorhome,2019-09-03,2024-05-30 18:48:21.101899,Vehicles
68494,Transport Canada,Motorcycle recalled by POLARIS,Fuel Supply,Motorcycle,2019-09-03,2024-05-30 18:48:21.101899,Vehicles
66699,Transport Canada,SUV recalled by KIA,Seats And Restraints,SUV,2019-09-03,2024-05-30 18:48:21.101899,Vehicles
68779,Transport Canada,Motorcycle recalled by POLARIS,Engine,Motorcycle,2019-09-03,2024-05-30 18:48:21.101899,Vehicles
66714,Transport Canada,Car recalled by MERCEDES-BENZ,Airbag,Car,2019-09-03,2024-05-30 18:48:21.101899,Vehicles
66694,Transport Canada,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Steering,Truck - Med. & H.D.,2019-09-03,2024-05-30 18:48:21.101899,Vehicles
59911,Health Canada,,Medical devices,Medical device,2019-08-30,2024-05-30 18:48:21.101899,Health product
44606,Health Canada,,Medical devices,Medical device,2019-08-30,2024-05-30 18:48:21.101899,Health product
44568,Health Canada,,Medical devices,Medical device,2019-08-30,2024-05-30 18:48:21.101899,Health product
44567,Health Canada,,Medical devices,Medical device,2019-08-30,2024-05-30 18:48:21.101899,Health product
59761,Health Canada,,Medical devices,Medical device,2019-08-30,2024-05-30 18:48:21.101899,Health product
59717,Health Canada,,Medical devices,Medical device,2019-08-30,2024-05-30 18:48:21.101899,Health product
59928,Canadian Food Inspection Agency,,Listeria,,2019-08-30,2024-05-30 18:48:21.101899,Food
59924,Canadian Food Inspection Agency,,Extraneous Material,,2019-08-30,2024-05-30 18:48:21.101899,Food
59898,Health Canada,,Medical devices,Medical device,2019-08-30,2024-05-30 18:48:21.101899,Health product
59995,Canadian Food Inspection Agency,,Mustard,,2019-08-30,2024-05-30 18:48:21.101899,Food
59913,Health Canada,,Medical devices,Medical device,2019-08-30,2024-05-30 18:48:21.101899,Health product
44596,Health Canada,,Medical devices,Medical device,2019-08-30,2024-05-30 18:48:21.101899,Health product
59854,Health Canada,,Medical devices,Medical device,2019-08-30,2024-05-30 18:48:21.101899,Health product
59855,Canadian Food Inspection Agency,,Egg,,2019-08-30,2024-05-30 18:48:21.101899,Food
59910,Health Canada,,Medical devices,Medical device,2019-08-30,2024-05-30 18:48:21.101899,Health product
59909,Health Canada,,Medical devices,Medical device,2019-08-30,2024-05-30 18:48:21.101899,Health product
59908,Health Canada,,Medical devices,Medical device,2019-08-30,2024-05-30 18:48:21.101899,Health product
59859,Health Canada,,Medical devices,Medical device,2019-08-30,2024-05-30 18:48:21.101899,Health product
59906,Health Canada,,Flammability hazard,Clothing and accessories,2019-08-30,2024-05-30 18:48:21.101899,Consumer product
59916,Health Canada,,Chemical hazard,Household items,2019-08-30,2024-05-30 18:48:21.101899,Consumer products
59754,Canadian Food Inspection Agency,,Extraneous Material,,2019-08-30,2024-05-30 18:48:21.101899,Food
59912,Health Canada,,Medical devices,Medical device,2019-08-30,2024-05-30 18:48:21.101899,Health product
66674,Transport Canada,Booster Seat recalled by HARMONY JUVENILE PRODUCTS,Seats And Restraints,Booster Seat,2019-08-30,2024-05-30 18:48:21.101899,Vehicles
66774,Transport Canada,Car recalled by MAZDA,Seats And Restraints,Car,2019-08-28,2024-05-30 18:48:21.101899,Vehicles
66789,Transport Canada,Car recalled by MAZDA,Engine,"Car, Vehicles - SUV",2019-08-28,2024-05-30 18:48:21.101899,Vehicles
59821,Health Canada,,Fire hazard,Household items,2019-08-28,2024-05-30 18:48:21.101899,Consumer product
59857,Health Canada,,,Household items,2019-08-28,2024-05-30 18:48:21.101899,Consumer product
59905,Health Canada,,,"Sports and fitness, Consumer products - Household items",2019-08-27,2024-05-30 18:48:21.101899,Consumer products
66796,Transport Canada,SUV recalled by VOLKSWAGEN,Electrical,SUV,2019-08-27,2024-05-30 18:48:21.101899,Vehicles
59557,Health Canada,,Burn hazard,Electronics,2019-08-27,2024-05-30 18:48:21.101899,Consumer product
66776,Transport Canada,Car recalled by BMW,Fuel Supply,"Car, Vehicles - SUV",2019-08-26,2024-05-30 18:48:21.101899,Vehicles
66754,Transport Canada,SUV recalled by BMW,Wheels,SUV,2019-08-26,2024-05-30 18:48:21.101899,Vehicles
66739,Transport Canada,SUV recalled by BMW,Seats And Restraints,SUV,2019-08-26,2024-05-30 18:48:21.101899,Vehicles
59860,Health Canada,,Unauthorized product,Natural health products,2019-08-26,2024-05-30 18:48:21.101899,Health product
59947,Health Canada,,Product safety,Drugs,2019-08-26,2024-05-30 18:48:21.101899,Health product
44608,Health Canada,,Medical devices,Medical device,2019-08-23,2024-05-30 18:48:21.101899,Health product
44604,Health Canada,,Medical devices,Medical device,2019-08-23,2024-05-30 18:48:21.101899,Health product
44513,Health Canada,,Medical devices,Medical device,2019-08-23,2024-05-30 18:48:21.101899,Health product
59901,Health Canada,,Medical devices,Medical device,2019-08-23,2024-05-30 18:48:21.101899,Health product
59858,Canadian Food Inspection Agency,,Listeria,,2019-08-23,2024-05-30 18:48:21.101899,Food
59814,Health Canada,,Medical devices,Medical device,2019-08-23,2024-05-30 18:48:21.101899,Health product
59952,Canadian Food Inspection Agency,,Soy,,2019-08-23,2024-05-30 18:48:21.101899,Food
59968,Health Canada,,Medical devices,Medical device,2019-08-23,2024-05-30 18:48:21.101899,Health product
59964,Health Canada,,Medical devices,Medical device,2019-08-23,2024-05-30 18:48:21.101899,Health product
59876,Health Canada,,Medical devices,Medical device,2019-08-23,2024-05-30 18:48:21.101899,Health product
59738,Health Canada,,Medical devices,Medical device,2019-08-23,2024-05-30 18:48:21.101899,Health product
59875,Health Canada,,Medical devices,Medical device,2019-08-23,2024-05-30 18:48:21.101899,Health product
59737,Health Canada,,Medical devices,Medical device,2019-08-23,2024-05-30 18:48:21.101899,Health product
59907,Health Canada,,Product safety,Drugs,2019-08-23,2024-05-30 18:48:21.101899,Health product
59899,Health Canada,,Medical devices,Medical device,2019-08-23,2024-05-30 18:48:21.101899,Health product
59887,Health Canada,,Medical devices,Medical device,2019-08-23,2024-05-30 18:48:21.101899,Health product
59900,Health Canada,,Medical devices,Medical device,2019-08-23,2024-05-30 18:48:21.101899,Health product
59885,Health Canada,,Medical devices,Medical device,2019-08-23,2024-05-30 18:48:21.101899,Health product
59883,Health Canada,,Medical devices,Medical device,2019-08-23,2024-05-30 18:48:21.101899,Health product
59760,Canadian Food Inspection Agency,,"Sulphites, Soy",,2019-08-23,2024-05-30 18:48:21.101899,Food
59824,Health Canada,,,Chemicals,2019-08-22,2024-05-30 18:48:21.101899,Consumer product
66707,Transport Canada,Truck - Med. & H.D. recalled by EMERGENCY ONE,Airbag,Truck - Med. & H.D.,2019-08-22,2024-05-30 18:48:21.101899,Vehicles
66705,Transport Canada,Car recalled by BMW,Electrical,Car,2019-08-22,2024-05-30 18:48:21.101899,Vehicles
66717,Transport Canada,Car recalled by BMW,Lights And Instruments,Car,2019-08-22,2024-05-30 18:48:21.101899,Vehicles
66700,Transport Canada,Truck - Med. & H.D. recalled by PACCAR,Brakes,Truck - Med. & H.D.,2019-08-22,2024-05-30 18:48:21.101899,Vehicles
66956,Transport Canada,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Structure,Truck - Med. & H.D.,2019-08-22,2024-05-30 18:48:21.101899,Vehicles
66726,Transport Canada,Motorhome recalled by WINNEBAGO INDUSTRIES,Wheels,Motorhome,2019-08-22,2024-05-30 18:48:21.101899,Vehicles
59903,Health Canada,,Strangulation hazard,Clothing and accessories,2019-08-22,2024-05-30 18:48:21.101899,Consumer products
59825,Health Canada,,Laceration hazard,Household items,2019-08-22,2024-05-30 18:48:21.101899,Consumer product
59808,Canadian Food Inspection Agency,,Listeria,,2019-08-21,2024-05-30 18:48:21.101899,Food
66767,Transport Canada,Truck - Med. & H.D. recalled by KME FIRE APPARATUS,Structure,Truck - Med. & H.D.,2019-08-21,2024-05-30 18:48:21.101899,Vehicles
59950,Health Canada,,Product safety,Drugs,2019-08-21,2024-05-30 18:48:21.101899,Health product
59777,Health Canada,,,Tools and accessories,2019-08-20,2024-05-30 18:48:21.101899,Consumer product
59736,Canadian Food Inspection Agency,,,,2019-08-20,2024-05-30 18:48:21.101899,Food
59914,Canadian Food Inspection Agency,,"Sulphites, Soy",,2019-08-20,2024-05-30 18:48:21.101899,Food
59890,Health Canada,,,Other,2019-08-20,2024-05-30 18:48:21.101899,Food
66795,Transport Canada,Car recalled by TOYOTA,Powertrain,Car,2019-08-20,2024-05-30 18:48:21.101899,Vehicles
59949,Health Canada,,Product safety,Drugs,2019-08-20,2024-05-30 18:48:21.101899,Health product
60002,Health Canada,,,Specialized products,2019-08-19,2024-05-30 18:48:21.101899,Consumer product
59884,Canadian Food Inspection Agency,,Tree nut,,2019-08-19,2024-05-30 18:48:21.101899,Food
67003,Transport Canada,SUV recalled by HYUNDAI,Engine,SUV,2019-08-19,2024-05-30 18:48:21.101899,Vehicles
66747,Transport Canada,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Lights And Instruments,Light Truck & Van,2019-08-19,2024-05-30 18:48:21.101899,Vehicles
66744,Transport Canada,SUV recalled by BRAUNABILITY,Electrical,SUV,2019-08-19,2024-05-30 18:48:21.101899,Vehicles
66804,Transport Canada,SUV recalled by VOLKSWAGEN,Airbag,SUV,2019-08-19,2024-05-30 18:48:21.101899,Vehicles
59902,Canadian Food Inspection Agency,,Listeria,,2019-08-18,2024-05-30 18:48:21.101899,Food
59888,Health Canada,,Medical devices,Medical device,2019-08-16,2024-05-30 18:48:21.101899,Health product
70848,Transport Canada,A.T.V. recalled by KAWASAKI,Brakes,A.T.V.,2019-08-16,2024-05-30 18:48:21.101899,Vehicles
70957,Transport Canada,A.T.V. recalled by KAWASAKI,Label,A.T.V.,2019-08-16,2024-05-30 18:48:21.101899,Vehicles
59886,Health Canada,,Medical devices,Medical device,2019-08-16,2024-05-30 18:48:21.101899,Health product
68150,Transport Canada,A.T.V. recalled by KAWASAKI,Fuel Supply,A.T.V.,2019-08-16,2024-05-30 18:48:21.101899,Vehicles
59775,Health Canada,,Medical devices,Medical device,2019-08-16,2024-05-30 18:48:21.101899,Health product
59770,Health Canada,,Medical devices,Medical device,2019-08-16,2024-05-30 18:48:21.101899,Health product
59873,Canadian Food Inspection Agency,,,,2019-08-16,2024-05-30 18:48:21.101899,Food
59878,Health Canada,,Medical devices,Medical device,2019-08-16,2024-05-30 18:48:21.101899,Health product
59735,Health Canada,,Medical devices,Medical device,2019-08-16,2024-05-30 18:48:21.101899,Health product
59967,Health Canada,,Medical devices,Medical device,2019-08-16,2024-05-30 18:48:21.101899,Health product
59739,Health Canada,,Medical devices,Medical device,2019-08-16,2024-05-30 18:48:21.101899,Health product
59889,Health Canada,,Medical devices,Medical device,2019-08-16,2024-05-30 18:48:21.101899,Health product
59819,Health Canada,,Medical devices,Medical device,2019-08-16,2024-05-30 18:48:21.101899,Health product
59820,Health Canada,,Medical devices,Medical device,2019-08-16,2024-05-30 18:48:21.101899,Health product
59827,Health Canada,,Medical devices,Medical device,2019-08-16,2024-05-30 18:48:21.101899,Health product
59817,Health Canada,,,Beauty and personal care,2019-08-16,2024-05-30 18:48:21.101899,Consumer product
59822,Health Canada,,Medical devices,Medical device,2019-08-16,2024-05-30 18:48:21.101899,Health product
59969,Health Canada,,Medical devices,Medical device,2019-08-16,2024-05-30 18:48:21.101899,Health product
59823,Health Canada,,Medical devices,Medical device,2019-08-16,2024-05-30 18:48:21.101899,Health product
59896,Health Canada,,,"Electronics, Consumer product - Household items",2019-08-15,2024-05-30 18:48:21.101899,Consumer product
59894,Health Canada,,,Outdoor living,2019-08-15,2024-05-30 18:48:21.101899,Consumer product
59763,Health Canada,,,"Drugs, Health product - Natural health products, Health product - Medical device",2019-08-15,2024-05-30 18:48:21.101899,Health product
59874,Health Canada,,Product safety,Drugs,2019-08-15,2024-05-30 18:48:21.101899,Health product
59771,Canadian Food Inspection Agency,,Egg,,2019-08-14,2024-05-30 18:48:21.101899,Food
59917,Canadian Food Inspection Agency,,Wheat,,2019-08-14,2024-05-30 18:48:21.101899,Food
59818,Canadian Food Inspection Agency,,,,2019-08-14,2024-05-30 18:48:21.101899,Food
59879,Health Canada,,,,2019-08-14,2024-05-30 18:48:21.101899,Food
59758,Health Canada,,Product safety,Veterinary drugs,2019-08-14,2024-05-30 18:48:21.101899,Health product
59904,Canadian Food Inspection Agency,,Egg,,2019-08-14,2024-05-30 18:48:21.101899,Food
66737,Transport Canada,Motorhome recalled by NEWELL COACH,Visual System,Motorhome,2019-08-13,2024-05-30 18:48:21.101899,Vehicles
66731,Transport Canada,SUV recalled by TOYOTA,Visual System,SUV,2019-08-13,2024-05-30 18:48:21.101899,Vehicles
66728,Transport Canada,Car recalled by MERCEDES-BENZ,Airbag,Car,2019-08-13,2024-05-30 18:48:21.101899,Vehicles
66711,Transport Canada,Bus recalled by REV RECREATION GROUP,Lights And Instruments,Bus,2019-08-13,2024-05-30 18:48:21.101899,Vehicles
59776,Canadian Food Inspection Agency,,Extraneous Material,,2019-08-12,2024-05-30 18:48:21.101899,Food
67115,Transport Canada,SUV recalled by MERCEDES-BENZ,Airbag,SUV,2019-08-12,2024-05-30 18:48:21.101899,Vehicles
66821,Transport Canada,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Brakes,School Bus,2019-08-12,2024-05-30 18:48:21.101899,Vehicles
59733,Health Canada,,Product safety,Drugs,2019-08-12,2024-05-30 18:48:21.101899,Health product
60019,Health Canada,,Medical devices,Medical device,2019-08-09,2024-05-30 18:48:21.101899,Health product
60022,Health Canada,,Medical devices,Medical device,2019-08-09,2024-05-30 18:48:21.101899,Health product
60021,Health Canada,,Medical devices,Medical device,2019-08-09,2024-05-30 18:48:21.101899,Health product
59893,Health Canada,,Medical devices,Medical device,2019-08-09,2024-05-30 18:48:21.101899,Health product
44603,Health Canada,,Medical devices,Medical device,2019-08-09,2024-05-30 18:48:21.101899,Health product
59980,Health Canada,,Product safety,Natural health products,2019-08-09,2024-05-30 18:48:21.101899,Health product
60018,Health Canada,,Medical devices,Medical device,2019-08-09,2024-05-30 18:48:21.101899,Health product
44528,Health Canada,,Medical devices,Medical device,2019-08-09,2024-05-30 18:48:21.101899,Health product
59852,Health Canada,,Medical devices,Medical device,2019-08-09,2024-05-30 18:48:21.101899,Health product
59828,Health Canada,,Medical devices,Medical device,2019-08-09,2024-05-30 18:48:21.101899,Health product
59751,Health Canada,,Medical devices,Medical device,2019-08-09,2024-05-30 18:48:21.101899,Health product
59750,Health Canada,,Medical devices,Medical device,2019-08-09,2024-05-30 18:48:21.101899,Health product
59774,Canadian Food Inspection Agency,,,Other,2019-08-09,2024-05-30 18:48:21.101899,Food
59948,Health Canada,,Product safety,Drugs,2019-08-09,2024-05-30 18:48:21.101899,Health product
59762,Health Canada,,Medical devices,Medical device,2019-08-09,2024-05-30 18:48:21.101899,Health product
59882,Health Canada,,Medical devices,Medical device,2019-08-09,2024-05-30 18:48:21.101899,Health product
59764,Health Canada,,Medical devices,Medical device,2019-08-09,2024-05-30 18:48:21.101899,Health product
59765,Health Canada,,Product safety,Drugs,2019-08-09,2024-05-30 18:48:21.101899,Health product
59766,Health Canada,,Medical devices,Medical device,2019-08-09,2024-05-30 18:48:21.101899,Health product
59767,Health Canada,,Medical devices,Medical device,2019-08-09,2024-05-30 18:48:21.101899,Health product
59769,Health Canada,,Medical devices,Medical device,2019-08-09,2024-05-30 18:48:21.101899,Health product
59749,Health Canada,,Medical devices,Medical device,2019-08-09,2024-05-30 18:48:21.101899,Health product
59891,Canadian Food Inspection Agency,,"Sesame seeds, Sulphites",,2019-08-09,2024-05-30 18:48:21.101899,Food
59772,Health Canada,,Medical devices,Medical device,2019-08-09,2024-05-30 18:48:21.101899,Health product
59892,Health Canada,,Medical devices,Medical device,2019-08-09,2024-05-30 18:48:21.101899,Health product
59747,Health Canada,,Medical devices,Medical device,2019-08-09,2024-05-30 18:48:21.101899,Health product
66746,Transport Canada,Car recalled by FIAT CHRYSLER AUTOMOBILES,Fuel Supply,"Car, Vehicles - SUV",2019-08-08,2024-05-30 18:48:21.101899,Vehicles
66812,Transport Canada,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Powertrain,SUV,2019-08-08,2024-05-30 18:48:21.101899,Vehicles
70744,Transport Canada,Motorhome recalled by THOR MOTOR COACH,Electrical,Motorhome,2019-08-08,2024-05-30 18:48:21.101899,Vehicles
59965,Health Canada,,Product safety,Drugs,2019-08-08,2024-05-30 18:48:21.101899,Health product
59773,Canadian Food Inspection Agency,,,,2019-08-08,2024-05-30 18:48:21.101899,Food
59815,Health Canada,,Product safety,Drugs,2019-08-08,2024-05-30 18:48:21.101899,Health product
59797,Canadian Food Inspection Agency,,Egg,,2019-08-07,2024-05-30 18:48:21.101899,Food
59569,Health Canada,,,Chemicals,2019-08-07,2024-05-30 18:48:21.101899,Consumer product
59877,Canadian Food Inspection Agency,,Extraneous Material,,2019-08-07,2024-05-30 18:48:21.101899,Food
59850,Health Canada,,,Sports and fitness,2019-08-07,2024-05-30 18:48:21.101899,Consumer product
60011,Health Canada,,Product safety,Drugs,2019-08-07,2024-05-30 18:48:21.101899,Health product
59752,Health Canada,,Medical devices,Medical device,2019-08-07,2024-05-30 18:48:21.101899,Health product
59778,Health Canada,,,Sports and fitness,2019-08-07,2024-05-30 18:48:21.101899,Consumer product
67993,Transport Canada,Bus recalled by PREVOST,Fuel Supply,Bus,2019-08-07,2024-05-30 18:48:21.101899,Vehicles
66745,Transport Canada,Car recalled by KIA,Brakes,Car,2019-08-07,2024-05-30 18:48:21.101899,Vehicles
69454,Transport Canada,Bus recalled by PREVOST,Accessories,Bus,2019-08-07,2024-05-30 18:48:21.101899,Vehicles
67014,Transport Canada,Bus recalled by PREVOST,Accessories,"Bus, Vehicles - Motorhome",2019-08-07,2024-05-30 18:48:21.101899,Vehicles
66843,Transport Canada,Heavy Trailer recalled by DOEPKER,Structure,Heavy Trailer,2019-08-07,2024-05-30 18:48:21.101899,Vehicles
69599,Transport Canada,Bus recalled by PREVOST,Accessories,Bus,2019-08-07,2024-05-30 18:48:21.101899,Vehicles
67240,Transport Canada,Bus recalled by NOVA BUS,Suspension,Bus,2019-08-07,2024-05-30 18:48:21.101899,Vehicles
70542,Transport Canada,Bus recalled by PREVOST,Steering,Bus,2019-08-07,2024-05-30 18:48:21.101899,Vehicles
67020,Transport Canada,Car recalled by PORSCHE,Visual System,"Car, Vehicles - SUV",2019-08-06,2024-05-30 18:48:21.101899,Vehicles
66736,Transport Canada,Motorhome recalled by WINNEBAGO INDUSTRIES,Brakes,Motorhome,2019-08-06,2024-05-30 18:48:21.101899,Vehicles
66930,Transport Canada,Bus recalled by NOVA BUS,Accessories,Bus,2019-08-05,2024-05-30 18:48:21.101899,Vehicles
59973,Health Canada,,Medical devices,Medical device,2019-08-02,2024-05-30 18:48:21.101899,Health product
59974,Health Canada,,Medical devices,Medical device,2019-08-02,2024-05-30 18:48:21.101899,Health product
59881,Health Canada,,Medical devices,Medical device,2019-08-02,2024-05-30 18:48:21.101899,Health product
59979,Health Canada,,Medical devices,Medical device,2019-08-02,2024-05-30 18:48:21.101899,Health product
59981,Health Canada,,Medical devices,Medical device,2019-08-02,2024-05-30 18:48:21.101899,Health product
59992,Health Canada,,Medical devices,Medical device,2019-08-02,2024-05-30 18:48:21.101899,Health product
59996,Health Canada,,Medical devices,Medical device,2019-08-02,2024-05-30 18:48:21.101899,Health product
59997,Health Canada,,Medical devices,Medical device,2019-08-02,2024-05-30 18:48:21.101899,Health product
59849,Health Canada,,Medical devices,Medical device,2019-08-02,2024-05-30 18:48:21.101899,Health product
59848,Health Canada,,Medical devices,Medical device,2019-08-02,2024-05-30 18:48:21.101899,Health product
59847,Health Canada,,Medical devices,Medical device,2019-08-02,2024-05-30 18:48:21.101899,Health product
60001,Health Canada,,Medical devices,Medical device,2019-08-02,2024-05-30 18:48:21.101899,Health product
66734,Transport Canada,Motorhome recalled by WINNEBAGO INDUSTRIES,Lights And Instruments,Motorhome,2019-08-02,2024-05-30 18:48:21.101899,Vehicles
44601,Health Canada,,Medical devices,Medical device,2019-08-02,2024-05-30 18:48:21.101899,Health product
59845,Health Canada,,Medical devices,Medical device,2019-08-02,2024-05-30 18:48:21.101899,Health product
44572,Health Canada,,Medical devices,Medical device,2019-08-02,2024-05-30 18:48:21.101899,Health product
67250,Transport Canada,Motorhome recalled by FOREST RIVER,Lights And Instruments,Motorhome,2019-08-02,2024-05-30 18:48:21.101899,Vehicles
44577,Health Canada,,Medical devices,Medical device,2019-08-02,2024-05-30 18:48:21.101899,Health product
66757,Transport Canada,Minivan recalled by BRAUNABILITY,Steering,Minivan,2019-08-02,2024-05-30 18:48:21.101899,Vehicles
59839,Health Canada,,Medical devices,Medical device,2019-08-02,2024-05-30 18:48:21.101899,Health product
59840,Health Canada,,Medical devices,Medical device,2019-08-02,2024-05-30 18:48:21.101899,Health product
59841,Health Canada,,Medical devices,Medical device,2019-08-02,2024-05-30 18:48:21.101899,Health product
60004,Health Canada,,Medical devices,Medical device,2019-08-02,2024-05-30 18:48:21.101899,Health product
59843,Health Canada,,Medical devices,Medical device,2019-08-02,2024-05-30 18:48:21.101899,Health product
59844,Health Canada,,Medical devices,Medical device,2019-08-02,2024-05-30 18:48:21.101899,Health product
60020,Canadian Food Inspection Agency,,Soy,,2019-08-01,2024-05-30 18:48:21.101899,Food
59895,Health Canada,,Product safety,Drugs,2019-08-01,2024-05-30 18:48:21.101899,Health product
60003,Health Canada,,,Sports and fitness,2019-08-01,2024-05-30 18:48:21.101899,Consumer product
67654,Transport Canada,Car recalled by VOLKSWAGEN,Electrical,"Car, Vehicles - SUV",2019-08-01,2024-05-30 18:48:21.101899,Vehicles
67437,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Suspension,Truck - Med. & H.D.,2019-08-01,2024-05-30 18:48:21.101899,Vehicles
66752,Transport Canada,Car recalled by TOYOTA,Brakes,"Car, Vehicles - SUV",2019-08-01,2024-05-30 18:48:21.101899,Vehicles
67446,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Steering,Truck - Med. & H.D.,2019-08-01,2024-05-30 18:48:21.101899,Vehicles
59846,Health Canada,,,Household items,2019-08-01,2024-05-30 18:48:21.101899,Consumer product
59966,Canadian Food Inspection Agency,,,Other,2019-07-31,2024-05-30 18:48:21.101899,Food
67204,Transport Canada,Car recalled by HONDA,Other,Car,2019-07-30,2024-05-30 18:48:21.101899,Vehicles
67212,Transport Canada,Minivan recalled by HONDA,Structure,Minivan,2019-07-30,2024-05-30 18:48:21.101899,Vehicles
59842,Health Canada,,Medical devices,Medical device,2019-07-30,2024-05-30 18:48:21.101899,Health product
59748,Health Canada,,Product safety,Drugs,2019-07-30,2024-05-30 18:48:21.101899,Health product
59880,Canadian Food Inspection Agency,,Egg,,2019-07-29,2024-05-30 18:48:21.101899,Food
60009,Health Canada,,Product safety,Drugs,2019-07-29,2024-05-30 18:48:21.101899,Health product
59838,Canadian Food Inspection Agency,,Listeria,,2019-07-29,2024-05-30 18:48:21.101899,Food
59830,Health Canada,,Medical devices,Medical device,2019-07-26,2024-05-30 18:48:21.101899,Health product
44578,Health Canada,,Medical devices,Medical device,2019-07-26,2024-05-30 18:48:21.101899,Health product
44530,Health Canada,,Medical devices,Medical device,2019-07-26,2024-05-30 18:48:21.101899,Health product
44599,Health Canada,,Medical devices,Medical device,2019-07-26,2024-05-30 18:48:21.101899,Health product
67349,Transport Canada,Motorhome recalled by REV RECREATION GROUP,Brakes,Motorhome,2019-07-26,2024-05-30 18:48:21.101899,Vehicles
59810,Health Canada,,Medical devices,Medical device,2019-07-26,2024-05-30 18:48:21.101899,Health product
59984,Canadian Food Inspection Agency,,,,2019-07-26,2024-05-30 18:48:21.101899,Food
59829,Health Canada,,Medical devices,Medical device,2019-07-26,2024-05-30 18:48:21.101899,Health product
60006,Health Canada,,Medical devices,Medical device,2019-07-26,2024-05-30 18:48:21.101899,Health product
59977,Health Canada,,Medical devices,Medical device,2019-07-26,2024-05-30 18:48:21.101899,Health product
60031,Health Canada,,Medical devices,Medical device,2019-07-26,2024-05-30 18:48:21.101899,Health product
59813,Health Canada,,Medical devices,Medical device,2019-07-26,2024-05-30 18:48:21.101899,Health product
59982,Health Canada,,Medical devices,Medical device,2019-07-26,2024-05-30 18:48:21.101899,Health product
59796,Health Canada,,Medical devices,Medical device,2019-07-26,2024-05-30 18:48:21.101899,Health product
59983,Health Canada,,Product safety,Medical device,2019-07-26,2024-05-30 18:48:21.101899,Health product
60014,Health Canada,,Medical devices,Medical device,2019-07-26,2024-05-30 18:48:21.101899,Health product
59988,Health Canada,,New safety information,Biologic or vaccine,2019-07-26,2024-05-30 18:48:21.101899,Health product
59249,Health Canada,,Unauthorized product,"Drugs, Health product - Natural health products",2019-07-26,2024-05-30 18:48:21.101899,Health product
66768,Transport Canada,School Bus recalled by BLUE BIRD,Structure,School Bus,2019-07-25,2024-05-30 18:48:21.101899,Vehicles
66968,Transport Canada,School Bus recalled by LION BUS,Lights And Instruments,School Bus,2019-07-25,2024-05-30 18:48:21.101899,Vehicles
66967,Transport Canada,School Bus recalled by LION BUS,Structure,School Bus,2019-07-25,2024-05-30 18:48:21.101899,Vehicles
66969,Transport Canada,School Bus recalled by LION BUS,Label,School Bus,2019-07-25,2024-05-30 18:48:21.101899,Vehicles
66756,Transport Canada,Motorhome recalled by WINNEBAGO INDUSTRIES,Structure,Motorhome,2019-07-25,2024-05-30 18:48:21.101899,Vehicles
59835,Canadian Food Inspection Agency,,Listeria,,2019-07-25,2024-05-30 18:48:21.101899,Food
66780,Transport Canada,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Structure,Truck - Med. & H.D.,2019-07-25,2024-05-30 18:48:21.101899,Vehicles
59985,Canadian Food Inspection Agency,,Salmonella,,2019-07-25,2024-05-30 18:48:21.101899,Food
59832,Health Canada,,,,2019-07-25,2024-05-30 18:48:21.101899,Food
66760,Transport Canada,Car recalled by VOLKSWAGEN,Airbag,"Car, Vehicles - SUV",2019-07-25,2024-05-30 18:48:21.101899,Vehicles
60015,Health Canada,,Fire hazard,Outdoor living,2019-07-25,2024-05-30 18:48:21.101899,Consumer product
59851,Health Canada,,Product safety,Drugs,2019-07-25,2024-05-30 18:48:21.101899,Health product
59224,Health Canada,,,Sports and fitness,2019-07-25,2024-05-30 18:48:21.101899,Consumer product
71280,Transport Canada,SUV recalled by TOYOTA,Electrical,SUV,2019-07-25,2024-05-30 18:48:21.101899,Vehicles
71353,Transport Canada,SUV recalled by TOYOTA,Airbag,SUV,2019-07-25,2024-05-30 18:48:21.101899,Vehicles
71437,Transport Canada,SUV recalled by TOYOTA,Other,SUV,2019-07-25,2024-05-30 18:48:21.101899,Vehicles
59812,Health Canada,,,Sports and fitness,2019-07-24,2024-05-30 18:48:21.101899,Consumer product
59975,Health Canada,,Unauthorized product,Drugs,2019-07-24,2024-05-30 18:48:21.101899,Health product
59223,Health Canada,,,Tools and accessories,2019-07-24,2024-05-30 18:48:21.101899,Consumer product
66946,Transport Canada,Car recalled by NISSAN,Brakes,Car,2019-07-24,2024-05-30 18:48:21.101899,Vehicles
